customer_id,customer_name,place,time_ago,product,times_added,risk_score,risk_level,coupon_code,coupon_percent,final_status,revenue
C0231,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,4250
C0232,Rohan Kumar,Mumbai,30min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2800
C0233,Rohan Kumar,Mumbai,30min ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,1999
C0234,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,1899
C0235,Priya Sharma,Delhi,23min ago,Red Kurta,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0236,Rohan Kumar,Mumbai,30min ago,Black Festive Set,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0237,Neha Verma,Jaipur,5hr ago,Red Kurta,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0238,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0239,Neha Verma,Jaipur,5hr ago,Red Kurta,4,92,HIGH,VIP5,5,RECOVERED,1899
C0240,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,2800
C0241,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,2499
C0242,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0243,Rohan Kumar,Mumbai,30min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0244,Sneha Roy,Lucknow,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,2499
C0245,Anjali Gupta,Noida,1hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,4250
C0246,Neha Verma,Jaipur,5hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2499
C0247,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0248,Priya Sharma,Delhi,23min ago,Black Festive Set,2,62,MEDIUM,SAVE12,12,RECOVERED,1899
C0249,Priya Sharma,Delhi,23min ago,Blue Kurta Set,4,92,HIGH,VIP5,5,RECOVERED,4250
C0250,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1999
C0251,Rohan Kumar,Mumbai,30min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,3200
C0252,Anjali Gupta,Noida,1hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,2499
C0253,Rohan Kumar,Mumbai,30min ago,Red Kurta,4,92,HIGH,VIP5,5,RECOVERED,1999
C0254,Anjali Gupta,Noida,1hr ago,Blue Kurta Set,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0255,Anjali Gupta,Noida,1hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0256,Sneha Roy,Lucknow,2hr ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,RECOVERED,2499
C0257,Sneha Roy,Lucknow,2hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0258,Priya Sharma,Delhi,23min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,1999
C0259,Priya Sharma,Delhi,23min ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,3200
C0260,Anjali Gupta,Noida,1hr ago,Red Kurta,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0261,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0262,Neha Verma,Jaipur,5hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,3200
C0263,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,ABANDONED,0
C0264,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0265,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,1999
C0266,Priya Sharma,Delhi,23min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2499
C0267,Riya Singh VIP,Ghaziabad VIP,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0268,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0269,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0270,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,1899
C0271,Rohan Kumar,Mumbai,30min ago,Black Festive Set,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0272,Priya Sharma,Delhi,23min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0273,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,RECOVERED,3200
C0274,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,RECOVERED,2499
C0275,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,3200
C0276,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,1999
C0277,Priya Sharma,Delhi,23min ago,Green Saree,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0278,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,2800
C0279,Priya Sharma,Delhi,23min ago,Blue Kurta Set,2,62,MEDIUM,SAVE12,12,RECOVERED,4250
C0280,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Kurta,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0281,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,4,92,HIGH,VIP5,5,RECOVERED,3200
C0282,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,ABANDONED,0
C0283,Anjali Gupta,Noida,1hr ago,Lehenga Choli Festive,4,92,HIGH,VIP5,5,CANCELLED,0
C0284,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2800
C0285,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,1,18,LOW,FESTIVE15,15,RECOVERED,2499
C0286,Riya Singh VIP,Ghaziabad VIP,2hr ago,Black Festive Set,2,62,MEDIUM,SAVE12,12,RECOVERED,1899
C0287,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,1999
C0288,Neha Verma,Jaipur,5hr ago,Red Kurta,2,62,MEDIUM,SAVE12,12,RECOVERED,1999
C0289,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,3200
C0290,Anjali Gupta,Noida,1hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,1899
C0291,Priya Sharma,Delhi,23min ago,Red Kurta,2,62,MEDIUM,SAVE12,12,RECOVERED,1999
C0292,Rohan Kumar,Mumbai,30min ago,Black Festive Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0293,Neha Verma,Jaipur,5hr ago,Blue Kurta Set,2,62,MEDIUM,SAVE12,12,RECOVERED,1999
C0294,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,1999
C0295,Rohan Kumar,Mumbai,30min ago,Lehenga Choli Festive,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0296,Sneha Roy,Lucknow,2hr ago,Red Kurta,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0297,Anjali Gupta,Noida,1hr ago,Red Kurta,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0298,Sneha Roy,Lucknow,2hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2499
C0299,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,2800
C0300,Riya Singh VIP,Ghaziabad VIP,2hr ago,Black Festive Set,4,92,HIGH,VIP5,5,RECOVERED,3200
C0301,Anjali Gupta,Noida,1hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,2800
C0302,Rohan Kumar,Mumbai,30min ago,Green Saree,3,88,HIGH,VIP5,5,ABANDONED,0
C0303,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,CANCELLED,0
C0304,Priya Sharma,Delhi,23min ago,Red Kurta,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0305,Anjali Gupta,Noida,1hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,1999
C0306,Rohan Kumar,Mumbai,30min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0307,Rohan Kumar,Mumbai,30min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,CANCELLED,0
C0308,Priya Sharma,Delhi,23min ago,Red Kurta,4,92,HIGH,VIP5,5,RECOVERED,1999
C0309,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,ABANDONED,0
C0310,Sneha Roy,Lucknow,2hr ago,Green Saree,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0311,Priya Sharma,Delhi,23min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,1899
C0312,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,3200
C0313,Rohan Kumar,Mumbai,30min ago,Green Saree,4,92,HIGH,VIP5,5,RECOVERED,1899
C0314,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,4,92,HIGH,VIP5,5,RECOVERED,3200
C0315,Sneha Roy,Lucknow,2hr ago,Red Kurta,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0316,Anjali Gupta,Noida,1hr ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0317,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,2499
C0318,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,RECOVERED,1999
C0319,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0320,Priya Sharma,Delhi,23min ago,Red Kurta,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0321,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,4,92,HIGH,VIP5,5,RECOVERED,3200
C0322,Neha Verma,Jaipur,5hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0323,Priya Sharma,Delhi,23min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2499
C0324,Anjali Gupta,Noida,1hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,CANCELLED,0
C0325,Riya Singh VIP,Ghaziabad VIP,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0326,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,2800
C0327,Anjali Gupta,Noida,1hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0328,Neha Verma,Jaipur,5hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0329,Priya Sharma,Delhi,23min ago,Red Kurta,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0330,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0331,Sneha Roy,Lucknow,2hr ago,Green Saree,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0332,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,3200
C0333,Rohan Kumar,Mumbai,30min ago,Black Festive Set,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0334,Sneha Roy,Lucknow,2hr ago,Lehenga Choli Festive,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0335,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,2800
C0336,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0337,Rohan Kumar,Mumbai,30min ago,Red Kurta,4,92,HIGH,VIP5,5,RECOVERED,1899
C0338,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0339,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0340,Sneha Roy,Lucknow,2hr ago,Green Saree,3,88,HIGH,VIP5,5,ABANDONED,0
C0341,Sneha Roy,Lucknow,2hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,2800
C0342,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,3,88,HIGH,VIP5,5,ABANDONED,0
C0343,Neha Verma,Jaipur,5hr ago,Red Kurta,4,92,HIGH,VIP5,5,RECOVERED,1999
C0344,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,4,92,HIGH,VIP5,5,RECOVERED,4250
C0345,Neha Verma,Jaipur,5hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2800
C0346,Rohan Kumar,Mumbai,30min ago,Green Saree,3,88,HIGH,VIP5,5,ABANDONED,0
C0347,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0348,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2800
C0349,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,1899
C0350,Rohan Kumar,Mumbai,30min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,1999
C0351,Neha Verma,Jaipur,5hr ago,Red Kurta,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0352,Rohan Kumar,Mumbai,30min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,4250
C0353,Anjali Gupta,Noida,1hr ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0354,Anjali Gupta,Noida,1hr ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0355,Priya Sharma,Delhi,23min ago,Red Kurta,2,62,MEDIUM,SAVE12,12,RECOVERED,3200
C0356,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,4,92,HIGH,VIP5,5,RECOVERED,1999
C0357,Riya Singh VIP,Ghaziabad VIP,2hr ago,Blue Kurta Set,4,92,HIGH,VIP5,5,RECOVERED,3200
C0358,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,4,92,HIGH,VIP5,5,RECOVERED,3200
C0359,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,1899
C0360,Anjali Gupta,Noida,1hr ago,Blue Kurta Set,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0361,Priya Sharma,Delhi,23min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0362,Riya Singh VIP,Ghaziabad VIP,2hr ago,Black Festive Set,4,92,HIGH,VIP5,5,RECOVERED,1899
C0363,Priya Sharma,Delhi,23min ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,2800
C0364,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,RECOVERED,4250
C0365,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,4,92,HIGH,VIP5,5,RECOVERED,2499
C0366,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0367,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,2800
C0368,Rohan Kumar,Mumbai,30min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0369,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0370,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,2800
C0371,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0372,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0373,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,1999
C0374,Neha Verma,Jaipur,5hr ago,Black Festive Set,4,92,HIGH,VIP5,5,RECOVERED,1999
C0375,Priya Sharma,Delhi,23min ago,Green Saree,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0376,Anjali Gupta,Noida,1hr ago,Red Kurta,4,92,HIGH,VIP5,5,RECOVERED,2499
C0377,Anjali Gupta,Noida,1hr ago,Green Saree,1,18,LOW,FESTIVE15,15,RECOVERED,1999
C0378,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,3200
C0379,Rohan Kumar,Mumbai,30min ago,Red Kurta,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0380,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,2800
C0381,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,ABANDONED,0
C0382,Rohan Kumar,Mumbai,30min ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0383,Neha Verma,Jaipur,5hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0384,Neha Verma,Jaipur,5hr ago,Black Festive Set,4,92,HIGH,VIP5,5,ABANDONED,0
C0385,Priya Sharma,Delhi,23min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2800
C0386,Anjali Gupta,Noida,1hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,1999
C0387,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,3200
C0388,Neha Verma,Jaipur,5hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,4250
C0389,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,2800
C0390,Anjali Gupta,Noida,1hr ago,Black Festive Set,4,92,HIGH,VIP5,5,RECOVERED,2800
C0391,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,1899
C0392,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0393,Neha Verma,Jaipur,5hr ago,Red Kurta,4,92,HIGH,VIP5,5,RECOVERED,3200
C0394,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,2499
C0395,Priya Sharma,Delhi,23min ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0396,Anjali Gupta,Noida,1hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,2499
C0397,Anjali Gupta,Noida,1hr ago,Black Festive Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0398,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,3200
C0399,Rohan Kumar,Mumbai,30min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,3200
C0400,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0401,Riya Singh VIP,Ghaziabad VIP,2hr ago,Black Festive Set,4,92,HIGH,VIP5,5,RECOVERED,1999
C0402,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,3200
C0403,Anjali Gupta,Noida,1hr ago,Black Festive Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0404,Anjali Gupta,Noida,1hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,3200
C0405,Rohan Kumar,Mumbai,30min ago,Blue Kurta Set,4,92,HIGH,VIP5,5,RECOVERED,1899
C0406,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,RECOVERED,4250
C0407,Anjali Gupta,Noida,1hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,3200
C0408,Priya Sharma,Delhi,23min ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,1899
C0409,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,2499
C0410,Anjali Gupta,Noida,1hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,4250
C0411,Anjali Gupta,Noida,1hr ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0412,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0413,Rohan Kumar,Mumbai,30min ago,Lehenga Choli Festive,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0414,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,CANCELLED,0
C0415,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,3200
C0416,Sneha Roy,Lucknow,2hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,1999
C0417,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,RECOVERED,1999
C0418,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,4,92,HIGH,VIP5,5,RECOVERED,2499
C0419,Anjali Gupta,Noida,1hr ago,Green Saree,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0420,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0421,Anjali Gupta,Noida,1hr ago,Black Festive Set,1,18,LOW,FESTIVE15,15,RECOVERED,2800
C0422,Sneha Roy,Lucknow,2hr ago,Red Kurta,2,62,MEDIUM,SAVE12,12,RECOVERED,3200
C0423,Priya Sharma,Delhi,23min ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,RECOVERED,3200
C0424,Priya Sharma,Delhi,23min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,ABANDONED,0
C0425,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,ABANDONED,0
C0426,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,1899
C0427,Riya Singh VIP,Ghaziabad VIP,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0428,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,4,92,HIGH,VIP5,5,RECOVERED,2800
C0429,Rohan Kumar,Mumbai,30min ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0430,Sneha Roy,Lucknow,2hr ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,RECOVERED,4250
C0431,Rohan Kumar,Mumbai,30min ago,Red Kurta,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0432,Rohan Kumar,Mumbai,30min ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,RECOVERED,2800
C0433,Neha Verma,Jaipur,5hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0434,Sneha Roy,Lucknow,2hr ago,Black Festive Set,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0435,Rohan Kumar,Mumbai,30min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,3200
C0436,Sneha Roy,Lucknow,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,3200
C0437,Riya Singh VIP,Ghaziabad VIP,2hr ago,Black Festive Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0438,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0439,Rohan Kumar,Mumbai,30min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0440,Priya Sharma,Delhi,23min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,4250
C0441,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,4250
C0442,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,1999
C0443,Neha Verma,Jaipur,5hr ago,Blue Kurta Set,4,92,HIGH,VIP5,5,RECOVERED,2800
C0444,Anjali Gupta,Noida,1hr ago,Black Festive Set,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0445,Riya Singh VIP,Ghaziabad VIP,2hr ago,Black Festive Set,1,18,LOW,FESTIVE15,15,RECOVERED,4250
C0446,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,RECOVERED,2800
C0447,Anjali Gupta,Noida,1hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1999
C0448,Anjali Gupta,Noida,1hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,4250
C0449,Sneha Roy,Lucknow,2hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,3200
C0450,Neha Verma,Jaipur,5hr ago,Blue Kurta Set,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0451,Anjali Gupta,Noida,1hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,4250
C0452,Anjali Gupta,Noida,1hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0453,Anjali Gupta,Noida,1hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,1999
C0454,Neha Verma,Jaipur,5hr ago,Black Festive Set,4,92,HIGH,VIP5,5,RECOVERED,2499
C0455,Neha Verma,Jaipur,5hr ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1999
C0456,Priya Sharma,Delhi,23min ago,Green Saree,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0457,Anjali Gupta,Noida,1hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,1899
C0458,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,2800
C0459,Sneha Roy,Lucknow,2hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,1999
C0460,Sneha Roy,Lucknow,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,1999
C0461,Riya Singh VIP,Ghaziabad VIP,2hr ago,Black Festive Set,3,88,HIGH,VIP5,5,CANCELLED,0
